Lot Number,PO Number,Prod Qty,PO Date,Qty PO,Due Date,Qty Shipped,First Article,Remark,Tracking No,Real Shipped Date
L15868,1008357,,2023-03-23 00:00:00,,2023-06-21 00:00:00,0,,"Change Rev:1 to Rev:-, no dimension has been changed. Need 1 pc with 100% inspection",Customer cancelled order.,2023-07-11 00:00:00
L17394,1011796,,2025-09-09 00:00:00,1,2025-11-12 00:00:00,,,,,
L15875,N1005109,2,2023-03-27 00:00:00,2,2023-06-16 00:00:00,2,,No need traveller. On the package Attn: Rex Bair. Revised Date to 7/5/23,1Z9V89920392825019,2023-06-30 00:00:00
L16039,1008706,5,2023-07-20 00:00:00,5,2023-11-01 00:00:00,5,,100% 1 PC + LONG FORM,,2023-11-09 00:00:00
L15878,N1005109,2,2023-03-27 00:00:00,2,2023-06-16 00:00:00,2,,No need traveller. On the package Attn: Rex Bair. Revised Date to 7/5/23,1Z9V89920392825019,2023-06-30 00:00:00
L16042,1008706,7,2023-07-20 00:00:00,5,2023-11-01 00:00:00,5,,100% 1 PC + LONG FORM,,2023-11-09 00:00:00
L16278,1009293,20,2023-11-21 00:00:00,2,2024-03-25 00:00:00,2,11321,"inspect 100%, B-20. ST Issue 3/18. 1pc in stock, Mat'l PO 17842",1Z9V89920790514879,2024-04-04 00:00:00
L16279,1009293,14,2023-11-21 00:00:00,14,2024-03-29 00:00:00,14,,B-20.  Long form,1Z9V89920199911201,2024-04-26 00:00:00
L16495,1009935,,2024-04-16 00:00:00,5,2024-07-31 00:00:00,3,,"ST Issued 06/19. 8pcs in stock, Mat'l PO 18105",778626672616,2024-09-16 00:00:00
L16495-1,1009935,,2024-04-16 00:00:00,0,2024-09-25 00:00:00,2,,,1Z9V89920397040410,2024-09-20 00:00:00
L15200,1007035,5,2022-04-25 00:00:00,2,2022-07-06 00:00:00,2,,Revise due date 7/6 to 8/16,1Z9V89921297125320,2022-08-10 00:00:00
L15356,1007348,7,2022-07-19 00:00:00,6,2022-10-26 00:00:00,6,,,1Z9V89920398790680,2022-10-20 00:00:00
L15166,1006985,20,2022-03-31 00:00:00,10,2022-06-15 00:00:00,10,,,777289999700,2022-07-01 00:00:00
L15167,1006985,2,2022-03-31 00:00:00,2,2022-08-31 00:00:00,1,,,1Z9V89920396845811,2022-08-15 00:00:00
L15167-1,1006985,1,2022-03-31 00:00:00,0,2022-08-31 00:00:00,1,,from L15167,1Z9V89920396314288,2022-08-23 00:00:00
L15168,1006985,10,2022-03-31 00:00:00,2,2022-06-15 00:00:00,2,,,777289999700,2022-07-01 00:00:00
L16007,1008610,8,2023-06-21 00:00:00,5,2023-09-11 00:00:00,5,,"B-13 Keep record 15 years., B-20.           Mat PO 15267. Revised date to 10/09",1Z9V89920390859988,2023-10-04 00:00:00
L16008,1008610,8,2023-06-21 00:00:00,5,2023-09-11 00:00:00,5,,"B-13 Keep record 15 years., B-20.           Mat PO 15267. Revised date to 10/13",1Z9V89920390859988,2023-10-04 00:00:00
L15472,1007589,9,2022-09-14 00:00:00,5,2022-11-02 00:00:00,5,11101,"mat from 13152, 2016.",770399270387,2022-11-03 00:00:00
L17097,1011267,,2025-03-19 00:00:00,10,2025-07-25 00:00:00,10,,Mat PO 17029. ST Issued 3/21,,2025-09-12 00:00:00
L15201,1007035,6,2022-04-25 00:00:00,2,2022-07-06 00:00:00,2,,Revsie due date 7/6 to 8/16,1Z9V89921297125320,2022-08-10 00:00:00
L15467,1007584,10,2022-09-13 00:00:00,5,2022-11-02 00:00:00,5,11098,,770347383280,2022-10-27 00:00:00
L15860,1008352,12,2023-03-23 00:00:00,5,2023-06-22 00:00:00,2,bal. 2,100% inspection 1 pc. ST Issued 6/14 ,1Z9V89920398048447,2023-08-01 00:00:00
L15971,1008352,3,2023-03-23 00:00:00,0,2023-06-22 00:00:00,3,,"from L15467, 100% data 1 pc",1Z9V89920391532097,2023-06-15 00:00:00
L17088,1011243,10,2025-03-17 00:00:00,8,2025-04-02 00:00:00,8,,from L15860,1Z9V89920397097128,2025-03-24 00:00:00
L17317,1011625,,2025-07-31 00:00:00,28,2025-10-10 00:00:00,28,,"9/6/25 Changed mat PO 16171 
to PO 19052
8/22/25 Changed qty 10 to 30 pcs
1 pc  100%, ST Issued 09/08/25",1Z9V89920394826523,2025-11-25 00:00:00
L17421,1011625,2,2025-07-31 00:00:00,2,2025-10-10 00:00:00,2,,from L15860,1Z9V89920395417660,2025-10-02 00:00:00
L15469,1007589,12,2022-09-14 00:00:00,5,2022-11-02 00:00:00,5,11113,,770543338173,2022-11-18 00:00:00
L17094,1011267,,2025-03-19 00:00:00,10,2025-07-25 00:00:00,10,,Mat PO 17029. ST Issued 3/31,,2025-09-12 00:00:00
L17456,1011942,,2025-10-20 00:00:00,10,2025-11-26 00:00:00,5,Need new BB,"Changed Rev- to Rev: A
Mat PO 17029, George PO 18784
Double disc PO 19113
 Have 24 pcs blank",Overnight,
L17456-1,1011942,,2025-10-20 00:00:00,0,2025-11-26 00:00:00,5,,,Overnight,
L14577,N1003104,7,2021-05-13 00:00:00,2,2021-07-01 00:00:00,2,-,No need traveller. On the package Attn: Rex Bair,-,2021-08-03 00:00:00
L15466,1007577,5,2022-09-13 00:00:00,5,2022-10-12 00:00:00,5,11087,"Change Rev:3 to -, from L14577",770103528770,2022-10-03 00:00:00
L15858,1008350,12,2023-03-23 00:00:00,5,2023-06-12 00:00:00,5,,"mat PO 16853, 6 PCS",1Z9V89920396988757,2023-08-17 00:00:00
L17100,1011272,20,2025-03-20 00:00:00,10,2025-07-15 00:00:00,10,,"ST Issued 05/15/25 ,Send to BryCoat by UPS 2nd day air ,07/16/25 18 pcs.we're paid.",1Z9V89920393577198,2025-08-06 00:00:00
L17312,1011603,8,2025-07-31 00:00:00,8,2025-10-20 00:00:00,8,,"from L17100. 
8/19/25 Changed qty from 8 to 11 pcs",1Z9V89920394012652,2025-10-02 00:00:00
L17419,1011603,1,2025-07-31 00:00:00,8,2025-10-20 00:00:00,1,,mat PO 16853. Production from L15858. Bry coat 900374. From L15858,1Z9V89920392250265,2025-10-02 00:00:00
L17420,1011603,4,2025-07-31 00:00:00,8,2025-10-20 00:00:00,2,,"mat PO 17467, 4 PCS. Production from L15858. Bry coat 203321-1-1-R1",1Z9V89920395747090,2025-10-06 00:00:00
L15465,1007573,10,2022-09-13 00:00:00,5,2022-11-02 00:00:00,5,11097,,770347383280,2022-10-27 00:00:00
L15996,1008352,5,2023-06-21 00:00:00,5,2023-07-14 00:00:00,5,,"from L15465, 100% data 1 pc",1Z9V89920395894298,2023-07-05 00:00:00
L17073,1011240,20,2025-03-11 00:00:00,10,2025-06-23 00:00:00,10,,"Mat PO 16370, 51""  ST Issued 05/15/25
Spar 19, 100% data 1 pc
9/7/25 Possible that use different heat lot. Mat PO 16370 still have 51"" at blue Shelf. Possible used PO 17970, same size.",1Z9V89920396991805,2025-07-14 00:00:00
L17314,1011618,8,2025-07-31 00:00:00,8,2025-10-10 00:00:00,8,,"from L17073, 1 pcs 100%",1Z9V89920395417660,2025-10-02 00:00:00
L17337,1011618,,2025-08-22 00:00:00,3,2025-10-10 00:00:00,3,,"1 pcs 100%. 9/7/25 Supposed to use mat  PO 17970 but actual use will be PO 16370 because L17073 used mat PO 17970.,
ST Issued 09/16/25",1Z9V89920394826523,2025-11-25 00:00:00
L15862,1008354,23,2023-03-23 00:00:00,15,2023-06-05 00:00:00,15,,Mat PO 16853,1Z9V89920391936919,2023-06-16 00:00:00
L17072,1011239,23,2025-03-11 00:00:00,20,2025-06-23 00:00:00,20,,Mat PO 16853 ST Issued 05/15/25,1Z9V89920398353545,2025-06-27 00:00:00
L17310,1011598,25,2025-07-31 00:00:00,23,2025-10-12 00:00:00,23,,"5/5/25 Have mat 2013, 
410SS, size 1"" x 39.875"" L
8/19/25 Changed qty 17 to 23 pcs,
ST Issued 09/08/25.
10/1/25 Used PO 16171 instead of mat 2013
Revised new ST again 10/01/25 ",1Z9V89920399038198,2025-10-20 00:00:00
L15364,1007350,5,2022-07-19 00:00:00,4,2022-09-29 00:00:00,4,,,1Z9V89920198873728,2022-09-28 00:00:00
L15863,1008355,15,2023-03-23 00:00:00,10,2023-06-26 00:00:00,10,,Revised 8/26/23. ST Issued 8/25/23,1Z9V89920391173369,2023-08-31 00:00:00
L17092,1011258,18,2025-03-19 00:00:00,10,2025-07-14 00:00:00,10,,"ST Issued 05/16/25 , FRY STEEL , PO18841 , saize 4 4/8 "" cut to 1.90""
Changed Rev:- to Rev:A",883805881784,2025-08-23 00:00:00
L17092-R1,1011258,18,2025-09-02 00:00:00,10,2025-07-14 00:00:00,10,,Reworked part to Rev:A,884350968660,2025-09-13 00:00:00
L17338,1011653,,2025-08-19 00:00:00,10,2025-10-24 00:00:00,,2,"ST Isuued 10/03/25,
Send to Menatic 13 pcs ups ground 10/28/25",,
L17423,1011653,4,2025-08-19 00:00:00,0,2025-10-24 00:00:00,4,,from L15863. 9/13/25 Reworked to Rev:A,1Z9V89920394012652,2025-10-02 00:00:00
L17424,1011653,4,2025-08-19 00:00:00,0,2025-10-24 00:00:00,4,,from L17092-R1. Reworked to Rev:A,1Z9V89920394012652,2025-10-02 00:00:00
L15866,1008357,,2023-03-23 00:00:00,10,2023-06-21 00:00:00,0,,mat PO 16593,Customer cancelled order.,2023-07-11 00:00:00
L17398,1011796,,2025-09-09 00:00:00,1,2025-11-12 00:00:00,,,,,
L14509,1005554,12,2021-04-12 00:00:00,10,2021-06-14 00:00:00,10,-,-,-,2021-06-03 00:00:00
L15542,1007718,2,2022-10-13 00:00:00,2,2022-10-24 00:00:00,2,,from L14509,770215556364,2022-10-14 00:00:00
L15869,1008357,,2023-03-23 00:00:00,10,2023-06-21 00:00:00,0,,,Customer cancelled order.,2023-07-11 00:00:00
L17395,1001796,,2025-09-09 00:00:00,1,2025-11-12 00:00:00,,,,,
L15873,1008359,12,2023-03-23 00:00:00,10,2023-06-22 00:00:00,10,, Revised date to 10/5 Long Form only,1Z9V89920395578362,2023-09-29 00:00:00
L17091,1011258,20,2025-03-19 00:00:00,10,2025-07-07 00:00:00,10,,"MAT FROM : Hadco Metal
 PO. 18862
ST Issued 05/16/25
ship Fedex 2 days air",883794182449,2025-08-23 00:00:00
L15872,1008359,,2023-03-23 00:00:00,10,2023-06-22 00:00:00,0,,Customer cancelled.,,2023-07-12 00:00:00
L15468,1007584,10,2022-09-13 00:00:00,5,2022-11-02 00:00:00,5,11099,,770347383280,2022-10-27 00:00:00
L15861,1008352,13,2023-03-23 00:00:00,5,2023-06-22 00:00:00,3,Bal 3,100% inspection 1 pc.  ST issued 6/14,1Z9V89920398048447,2023-08-01 00:00:00
L15970,1008352,2,2023-06-01 00:00:00,0,2023-06-22 00:00:00,2,,"from L15468, 100% data 1 pc",1Z9V89920391532097,2023-06-15 00:00:00
L17089,1011242,10,2025-03-17 00:00:00,8,2025-04-02 00:00:00,8,,from L15861,1Z9V89920399455933,2025-03-24 00:00:00
L17316,1011624,,2025-07-31 00:00:00,10,2025-10-10 00:00:00,11,,"5/5/25 Have mat 2013, 
410SS, size 1"" x 39.875"" L
8/22/25 Changed qty 10 to 13 pcs
1 pc 100%, ST Issued 09-08-25
10/1/25 Used Mat PO 16171 instead of mat 2013.",1Z9V89920394826523,2025-11-25 00:00:00
L17422,1011624,2,2025-07-31 00:00:00,0,2025-10-10 00:00:00,2,,from L15861,1Z9V89920395417660,2025-10-02 00:00:00
L15694,1007948,4,2023-01-16 00:00:00,2,2023-04-12 00:00:00,2,,"CMM every piece. Mat PO 15649, 2020. Revised date to 5/10",1Z9V89920394231844,2023-05-04 00:00:00
L15859,1008351,,2023-03-23 00:00:00,20,2023-06-12 00:00:00,20,,mat PO 12957,1Z9V89920395523063,2023-08-04 00:00:00
L17074,1011241,58,2025-03-11 00:00:00,40,2025-06-23 00:00:00,38,,"Use Mat PO 16625,  17"" L +
Mat PO 16535, 31.875"" L
7/26/25 Changed mat to PO 15261, 2020
,ST Issued 06-27-25
1st lot scrapped because 0.598±0.001 Length becomes undersized due to clamping on that area for OP2 - Oat
",1Z9V89920393230016,2025-08-20 00:00:00
L17124,1011241,,2025-03-11 00:00:00,0,2025-06-23 00:00:00,2,,from L15859,1Z9V89920397680274,2025-04-16 00:00:00
L17311,1011601,52,2025-07-31 00:00:00,21,2025-10-12 00:00:00,20,,"ST Issued 08/04/25  
L17311 All good 20 pcs. ",1Z9V89920394012652,2025-10-02 00:00:00
L17336,1011601-CO1,39,2025-08-19 00:00:00,9,2025-10-12 00:00:00,10,,"8/23/25 Changed qty 21 to 30 pcs. 
9/7/25 Mat PO 15261, 2020, size 1'' Length 36.375 In. ST Issued 09/16/25",1Z9V89920393934319,2025-10-22 00:00:00
L15864,1008355,15,2023-03-23 00:00:00,10,2023-06-26 00:00:00,10,,ST Issued 6/19. Label ready,1Z9V89921290833372,2023-09-06 00:00:00
L17090,1011256,20,2025-03-19 00:00:00,10,2025-07-14 00:00:00,10,,"Cut to 2.15"" , ST Issued 05/16/25",883805881795,2025-08-23 00:00:00
L17313,1011606,,2025-07-31 00:00:00,10,2025-10-20 00:00:00,,Bal. 5,"ST Issued 10/01/25 , Mat from Hadco PO#19071 size 4'' Length 3''
 George PO#19084
9/22/25 Revised 7 to 10 pcs",,
L17425,1011606,3,2025-07-31 00:00:00,0,2025-10-20 00:00:00,3,,from L15864,1Z9V89920392250265,2025-10-02 00:00:00
L17426,1011606,2,2025-07-31 00:00:00,0,2025-10-20 00:00:00,2,,from L17090,1Z9V89920395417660,2025-10-02 00:00:00
L15699,1007946,8,2023-01-14 00:00:00,2,2023-03-29 00:00:00,2,,"CMM every piece. Mat PO 15311, 2020",1Z9V89920390164228,2/30/23
L15693,1007947,11,2023-01-16 00:00:00,2,2023-03-15 00:00:00,2,11196,CMM every piece. Mat PO 15261 (scrapped) changed to PO 15302,1Z9V89920399385143,2023-05-25 00:00:00
L15698,1007944,11,2023-01-14 00:00:00,2,2023-03-29 00:00:00,2,11182,"CMM every piece. Mat PO 16437, 2021. Changed to mat 17257. Revised date to 5/5",1Z9V89920399762075,2023-04-28 00:00:00
L15051,1006826,12,2022-02-17 00:00:00,5,2022-04-20 00:00:00,5,,Revise 4/20 to 5/11 ,776798049025,2022-05-06 00:00:00
L16054,1008726,17,2023-07-27 00:00:00,10,2023-10-16 00:00:00,10,,"ST Issued 9/21. Mat PO 17666, 7.75"" cut all. Long form only.",1Z9V89920198472527,2024-01-10 00:00:00
L16203,1009101,52,2023-10-20 00:00:00,3,2024-01-18 00:00:00,3,11329,"100% 3 pcs. Mat PO 17808, 72"" + 17959, 13"" + 18036, 36"". ST Issue 3/18",1Z9V89920190629408,2024-04-24 00:00:00
L16203-1,1009101,3,2023-10-20 00:00:00,0,2024-05-30 00:00:00,3,,long form,1Z9V89920393515110,2024-05-21 00:00:00
L16203-2,1009101,7,2023-10-20 00:00:00,0,2024-05-30 00:00:00,6,,From Anaplex,776589786257,2024-05-28 00:00:00
L16204,1009101,,2023-10-20 00:00:00,27,2024-01-25 00:00:00,18,,long form,1Z9V89920398829344,2024-06-17 00:00:00
L16525,1009974,12,2024-04-17 00:00:00,10,2024-07-17 00:00:00,10,,Changed Rev:- to Rev:A. from L16204,1Z9V89920395939570,2024-06-26 00:00:00
L16765,1010597,,2024-09-09 00:00:00,20,2024-12-17 00:00:00,9,,"st Issue 12/3. 
KL forgot to plug hole inside I.D. We have to retap.
Mat PO 18608",1Z9V89920396891879,2025-02-20 00:00:00
L16765-1,1010597,,2024-09-09 00:00:00,0,2024-12-17 00:00:00,9,,KL forgot to plug hole inside I.D. We have to retap.,1Z9V89920393423488,2025-03-03 00:00:00
L17023,1010597,2,2024-09-09 00:00:00,0,2024-12-17 00:00:00,2,,from lot L16525,1Z9V89920190424969,2025-02-18 00:00:00
L17222,1011390,,2025-05-29 00:00:00,13,2025-08-02 00:00:00,11,,"Mat PO 18608 FRY STEEL ,
 ST Issued 09/19/25,
Revised ST 10/08/25
from L16765, 
3 good and 8 pcs reinspected. Rejected 1 pc",1Z9V89920399603988,2025-09-22 00:00:00
L17451,1011390,,2025-10-14 00:00:00,0,2025-11-15 00:00:00,,Bal. 2,,,
L16557,1010120,15,2024-05-13 00:00:00,5,2024-08-26 00:00:00,5,11433,"19, 100 % FAIR. St Issued 3/17",880269271223,2025-04-02 00:00:00
L16558,1010120,5,2024-05-13 00:00:00,5,2024-09-09 00:00:00,5,,from L16557,1Z9V89920199056716,2025-04-22 00:00:00
L15742,1008163,6,2023-02-06 00:00:00,5,2023-04-20 00:00:00,4,,Revise due date to 5/19,772151342680,2023-05-15 00:00:00
L15742-1,1008163,1,2023-02-06 00:00:00,0,2023-05-26 00:00:00,1,,bal. 1 pc,1Z9V89920391835082,2023-05-16 00:00:00
L15052,1006826,16,2022-02-17 00:00:00,5,2022-04-20 00:00:00,5,11044,Revise 4/20 to 5/24,776923993023,2022-05-21 00:00:00
L16055,1008726,12,2023-07-27 00:00:00,10,2023-10-16 00:00:00,10,,ST Issued 9/21. Used mat 17704. Long form only,,2023-12-12 00:00:00
L15871,1008358,13,4660-10-14 00:00:00,10,2023-06-22 00:00:00,10,,Revised date 8/25/23. ST Issued 8/2,1Z9V89920391363887,2023-09-20 00:00:00
L15876,N1005109,6,2023-03-27 00:00:00,2,2023-06-16 00:00:00,2,,ST Issued 7/6,,2023-06-30 00:00:00
L17357,1011682,,2025-08-23 00:00:00,10,2025-10-24 00:00:00,,AS,"9/4/25 Don't install pin gear.  
100% data 1 pc
Changed Rev:1 to Rev:-, 
ST Issued 09/16/25
Mat PO 17092, 2022
George PO 18784
10/18/25 Changed mat to PO 17603 and George PO 19144 ",9/4/25 Don't install pin gear.,
L17339,1011654,,2025-08-19 00:00:00,10,2025-11-24 00:00:00,,,"ST created by man. Sent to Cake due
date 12/19/25",,
L17363,1011712,,2025-08-23 00:00:00,10,2025-10-19 00:00:00,,,ST Issued 12/1/25,,
L16040,1008706,7,2023-07-20 00:00:00,5,2023-11-01 00:00:00,5,,"Mat from L15126, PO 16593. have 19 pcs of the thick gear to make 101-5251-01 and 101-5250-01. Need 100% only 1 pc.",,2023-11-09 00:00:00
L16037,1008706,,2023-07-20 00:00:00,5,2023-11-01 00:00:00,5,,"Mat from L15126, PO 16593. have 19 pcs of the thick gear to make 101-5251-01 and 101-5250-01. Need 100% only 1 pc.",,2023-11-09 00:00:00
L15879,N1005109,6,2023-03-27 00:00:00,2,2023-06-16 00:00:00,2,,ST Issued 7/6,,2023-06-30 00:00:00
L17358,1011683,,2025-08-23 00:00:00,10,2025-10-24 00:00:00,,AS,"9/4/25 Don't install pin gear.  
100% data 1 pc
Changed Rev:1 to Rev:-, 
ST Issued 09/16/25 
Mat PO 17092, 2022
George PO 18784
10/18/25 Changed mat to PO 17603 and George PO 19144 ",9/4/25 Don't install pin gear.,
L17349,1011681,15,2025-08-23 00:00:00,3,2025-10-14 00:00:00,3,11448,"3 pcs, 100%. ST Issued 9/15/25
10/2/25 Mat PO 16171",1Z9V89920393182417,2025-11-11 00:00:00
L17350,1011681,,2025-08-23 00:00:00,7,2025-11-02 00:00:00,7,,"from L17349
Mat PO 19052",1Z9V89920390604958,2025-11-26 00:00:00
L16035,1008696,11,2023-07-20 00:00:00,6,2023-10-16 00:00:00,6,,"100% 1 PC + LONG FORM, B-20, B-24. 2 Shipments 5 and 1, 10/31/23","1Z9V89920391885760, 1Z9V89921298961157",2023-10-27 00:00:00
L16035-R1,1008696,,2024-02-27 00:00:00,1,2024-03-29 00:00:00,1,,Replaced per rej 36939: paint chipped and bad finish. 100% inspection,1Z9V89921298960792,2024-03-28 00:00:00
L13563,P108440,24,2020-07-31 00:00:00,30,2020-07-27 00:00:00,23,10328 (*L13276),"same mat to last PO, 1/14/20 Rev change from R to S",-,2020-04-27 00:00:00
L14461,P115119,51,2021-03-19 00:00:00,10,2021-07-23 00:00:00,10,,,,2021-07-26 00:00:00
L14906,P118019,33,2021-11-05 00:00:00,20,2022-05-02 00:00:00,20,,from L14461,1Z9V89920397395752,2022-04-04 00:00:00
L16611,P131262,13,2024-06-25 00:00:00,13,2024-10-15 00:00:00,13,11381,from L14461,1Z9V89920399312882,2024-09-27 00:00:00
L14214,P113613,11,2021-01-22 00:00:00,10,2021-01-14 00:00:00,10,10718,"Revise from 1/8 to 1/22, mat:15736",-,-
L15980,P125642,14,2023-06-01 00:00:00,10,2023-10-24 00:00:00,10,11279,ST Issued 11/9,1Z9V89920399641133,2023-12-04 00:00:00
L16365,P128940,57,2024-01-18 00:00:00,30,2024-04-08 00:00:00,30,,"Have mat PO 17257 103.375"" and PO 17603 93.50"". Both are the same heat lot. ST Issue 3/28",1Z9V89920394750926,2024-04-15 00:00:00
L16705,P131139,30,2024-08-02 00:00:00,25,2024-08-19 00:00:00,25,11364,ST Issued 8/15,1Z9V89920390722231,2024-08-12 00:00:00
L17291,P136338,4,2025-07-17 00:00:00,25,2025-09-15 00:00:00,4,,from L16705,1Z9V89920391032289,2025-07-17 00:00:00
L17292,P136338,75,2025-07-17 00:00:00,0,2025-09-15 00:00:00,21,,"ST Issued 08/01/25, PO18998
 Mat from SESCO, NEED AN565BC4H5. ",884211897300,2025-09-08 00:00:00
L17377,P136821,,2025-08-27 00:00:00,25,2025-11-05 00:00:00,25,,from L17292,1Z9V89920399885228,2025-09-29 00:00:00
L16711,P169202,26,2024-08-07 00:00:00,10,2024-11-13 00:00:00,10,11415,"Need A10848 1:1
MS21209C0615L 4:1 ,
 PO 18354, 40 of 200
MS21209F0415L 7:1, 
PO 18354, 70 of 400 pcs",1Z9V89920393335994,2025-02-03 00:00:00
L15632,P122959,108,2022-11-17 00:00:00,100,2023-01-11 00:00:00,100,11169,"mat PO 16523, HT 16545",1Z9V89921295607876,2023-03-29 00:00:00
L16608,P131135,33,2024-06-21 00:00:00,5,2024-08-19 00:00:00,5,11363,"Mat PO 15189, size 3/32"". ST Issue 8/1",1Z9V89920390722231,2024-08-12 00:00:00
L17289,P136096,25,2025-07-17 00:00:00,25,2025-08-05 00:00:00,25,,from L16608,1Z9V89920391032289,2025-07-17 00:00:00
L17290,P136096,105,2025-07-17 00:00:00,25,2025-09-15 00:00:00,25,,"ST Issued 07/30/25, 
Fry Steel PO#19011 , Size 1/16'' (7/30/25 could not use). 
7/30/25 Changed mat to PO 16592, 2022.",1Z9V89920197424170,2025-09-16 00:00:00
L17378,P136822,,2025-08-27 00:00:00,40,2025-11-05 00:00:00,40,,from L17290  ups ground,1Z9V89920393578366,2025-10-28 00:00:00
L14454,25877,50,2021-03-16 00:00:00,50,2021-05-17 00:00:00,50,,,,2021-05-10 00:00:00
L15782,27694,223,2023-02-27 00:00:00,200,2023-04-24 00:00:00,223,,"mat PO 15898, HT 15914, 2021",1Z9V89920394544471,2023-04-19 00:00:00
L17121,30375,92,2025-04-15 00:00:00,92,2025-04-16 00:00:00,92,,,1Z9V89920393645211,2025-04-15 00:00:00
L15948,P163999,28,2023-05-09 00:00:00,25,2023-07-21 00:00:00,25,11218,,Drop off,2023-08-04 00:00:00
L16522,P167777,60,2024-04-26 00:00:00,50,2024-08-09 00:00:00,50,11405,"Changed Rev:A to B. ST Issued 11/12
Mat PO 18392
HT PO 18572 ",1Z9V89920395269286,2024-12-12 00:00:00
L15675,P123648,260,2023-01-04 00:00:00,250,2023-01-27 00:00:00,250,11143,Revise due date to 2/6,1Z9V89920398139474,2023-01-31 00:00:00
L16775,P132306,,2024-09-17 00:00:00,250,2024-10-15 00:00:00,250,,ST Issued 10-1,779140752679,2024-10-09 00:00:00
L14465,P108322,62,2021-03-19 00:00:00,59,2021-05-31 00:00:00,59,10874,,,2021-07-12 00:00:00
L14793,P108322,79,2021-09-16 00:00:00,77,2022-01-30 00:00:00,77,,,,2022-01-12 00:00:00
L15054,P108322,110,2022-02-17 00:00:00,94,2022-06-15 00:00:00,94,,"used 96"", mat PO 15760 + 40"", 1.25"" mat PO 15263 but sent mat 1"" to customer",1Z9V89920399116791,2022-05-31 00:00:00
L15405,P121633,85,2022-08-11 00:00:00,75,2023-02-15 00:00:00,60,,,1Z9V89920393246152,2022-12-13 00:00:00
L15406,P121633,90,2022-08-11 00:00:00,50,2023-05-15 00:00:00,35,," Mat PO 17014 4 ft x 3 pcs, HT 17053",1Z9V89920390766659,2023-03-06 00:00:00
L15406-1,P121633,53,2022-08-11 00:00:00,50,2023-08-14 00:00:00,50,,bal. 50 pcs.,1Z9V89920398896281,2023-07-05 00:00:00
L15569,P121633,15,2022-10-28 00:00:00,0,2022-11-15 00:00:00,15,,from L15054,770410841179,2022-11-04 00:00:00
L15768,P121633,15,2023-02-15 00:00:00,0,2023-05-15 00:00:00,15,,from L15405,1Z9V89920391932128,2023-02-16 00:00:00
L16175,P126884,61,2023-10-12 00:00:00,38,2024-01-08 00:00:00,38,,ST Issued 03/02/24,1Z9V89921291065138,2024-03-12 00:00:00
L16175-1,P126884,23,2023-10-12 00:00:00,0,2024-04-08 00:00:00,23,,,1Z9V89920395454469,2024-04-04 00:00:00
L16176,P126884,90,2023-10-12 00:00:00,38,2024-04-08 00:00:00,49,,"Make Traveller 90 pcs.
Mat PO 17861, HT PO 17950 -61 pcs
ST Issue 6/14",1Z9V89920394107470,2024-07-02 00:00:00
L16176-1,P126884,41,2023-10-12 00:00:00,37,2024-10-08 00:00:00,41,,In stock,1Z9V89920396202890,2024-09-27 00:00:00
L16177,P126884,,2023-10-12 00:00:00,37,2024-07-08 00:00:00,0,,Ship with L16176,,2024-07-02 00:00:00
L16474,P126884,3,2024-04-02 00:00:00,0,2024-04-08 00:00:00,3,,from L15406-1,1Z9V89920395454469,2024-04-04 00:00:00
L17128,P135181,143,2025-04-23 00:00:00,75,2025-07-15 00:00:00,75,,"Mat PO 17861, HT PO 17950=105pcs, 
ST Issued 06/26/25",1Z9V89920392044238,2025-07-15 00:00:00
L17128-1,P135181,30,2025-04-23 00:00:00,0,2025-10-15 00:00:00,30,,"Mat PO 17861, HT PO 17950",1Z9V89920399885228,2025-09-29 00:00:00
L17128-2,P135181,22,2025-04-23 00:00:00,0,2025-10-15 00:00:00,22,,"Mat 17014, HT PO 17053=23pcs,
 35"" =25 pcs +",1Z9V89920399885228,2025-09-29 00:00:00
L17129,P135181,,2025-04-23 00:00:00,75,2025-10-15 00:00:00,,Bal. 23 pcs,Make Traveller 50 pcs. ST Issued 11/24/25,,
L15264,P120726,24,2022-05-27 00:00:00,20,2022-09-06 00:00:00,20,11078,,1Z9V89920393901630,2022-08-18 00:00:00
L15577,P122693,41,2022-10-28 00:00:00,23,2023-03-03 00:00:00,16,,"make Traveller 45 pcs Mat PO 16742 (33pcs) (84"") + PO 13496 (8pcs), 2017 (use only 15"" of 82.75"")",1Z9V89920395260776,2023-03-09 00:00:00
L15577-1,P122693,,2022-10-28 00:00:00,22,2023-07-10 00:00:00,23,,or 23 pcs,1Z9V89920392975330,2023-06-19 00:00:00
L15732,P122693,2,2023-10-28 00:00:00,0,2023-03-03 00:00:00,2,,from L12199,1Z9V89920393038458,2023-02-07 00:00:00
L15733,P122693,5,2023-10-28 00:00:00,0,2023-03-03 00:00:00,2,,from L13096,1Z9V89920393038458,2023-02-07 00:00:00
